El-array	Spa.1	Spa.2	Spa.3	Spa.4	Rho	Dev.	M	Sp	Vp	In	Time	Stack	Rs-Check	Vab	Pab	Rab	Name	Channel	Tx-Bat	Rx-Bat	Temp.	Date	
Mixed/nonconventional	60	225	135	150	62.26	0.23	0	222.15	18.785	426.551	1000	3	0	379	162	0.9	Proco2	1	9.8	12.01	31.9	19/02/2020	13:05:32
Mixed/nonconventional	60	190	120	130	61.26	0.07	0	-64.33	33.426	719.949	1000	3	0	257	185	0.4	Proco2	1	9.33	12.01	32.4	19/02/2020	13:05:38
Mixed/nonconventional	70	90	230	210	58.61	1.21	0	-20.69	2.103	757.635	1000	6	0	244	185	0.3	Proco2	1	9.27	12.01	31.9	19/02/2020	13:05:48
Mixed/nonconventional	70	90	210	190	120.01	173.18	0	738.59	6.891	757.635	1000	6	0	244	185	0.3	Proco2	2	9.27	12.01	31.9	19/02/2020	13:05:48
Mixed/nonconventional	70	235	145	160	64.52	0.05	0	-108.5	25.127	550.593	1000	3	0	317	175	0.6	Proco2	1	9.51	12.01	31.9	19/02/2020	13:05:54
Mixed/nonconventional	70	200	130	140	59.35	0.47	0	-187.45	20.237	449.882	1000	3	0	366	164	0.8	Proco2	1	9.68	12.01	31.9	19/02/2020	13:06:00
Mixed/nonconventional	70	180	120	130	56.66	0.12	0	-64.07	28.908	480.854	1000	3	0	352	169	0.7	Proco2	1	9.63	12.01	31.9	19/02/2020	13:06:05
Mixed/nonconventional	80	95	200	185	46.89	61.62	0	-1304.1	2.231	753.394	1000	6	0	245	185	0.3	Proco2	1	9.27	11.98	31.9	19/02/2020	13:06:15
Mixed/nonconventional	80	95	185	170	44.32	0.79	0	570.43	3.374	753.394	1000	6	0	245	185	0.3	Proco2	2	9.27	11.98	31.9	19/02/2020	13:06:15
Mixed/nonconventional	80	100	200	220	50.78	8.44	0	-761.44	-2.565	666.641	1000	6	0	271	181	0.4	Proco2	1	9.33	11.98	32.4	19/02/2020	13:06:25
Mixed/nonconventional	80	210	140	150	54.13	0.26	0	209	19.664	479.329	1000	3	0	350	168	0.7	Proco2	1	9.6	12.01	32.4	19/02/2020	13:06:31
Mixed/nonconventional	80	190	130	140	54.22	0.05	0	-188.3	45.624	793.135	1000	3	0	235	186	0.3	Proco2	1	9.21	12.01	31.9	19/02/2020	13:06:37
Mixed/nonconventional	90	105	210	195	40.55	54.38	0	-1075.48	2.064	805.95	1000	6	0	230	185	0.3	Proco2	1	9.18	11.98	32.4	19/02/2020	13:06:47
Mixed/nonconventional	90	105	195	180	39.2	2.62	0	703.95	3.192	805.95	1000	6	0	230	185	0.3	Proco2	2	9.18	11.98	32.4	19/02/2020	13:06:47
Mixed/nonconventional	90	105	180	165	34.37	1.42	0	-25.36	4.898	805.95	1000	6	0	230	185	0.3	Proco2	3	9.18	11.98	32.4	19/02/2020	13:06:47
Mixed/nonconventional	90	110	210	230	39.58	10.11	0	-485.92	-1.944	648.143	1000	6	0	277	179	0.4	Proco2	1	9.33	12.01	32.4	19/02/2020	13:06:57
Mixed/nonconventional	90	220	150	160	55.03	0.25	0	-214.09	24.46	586.459	1000	3	0	298	175	0.5	Proco2	1	9.39	11.98	32.4	19/02/2020	13:07:03
Mixed/nonconventional	90	200	140	150	48.75	0.27	0	209.17	23.247	449.417	1000	3	0	364	164	0.8	Proco2	1	9.66	12.01	32.4	19/02/2020	13:07:08
Mixed/nonconventional	90	180	130	140	47.4	0.16	0	-188.61	36.213	479.998	1000	3	0	350	168	0.7	Proco2	1	9.57	12.01	32.4	19/02/2020	13:07:14
Mixed/nonconventional	100	115	220	205	37.41	22.47	0	-421.89	1.452	614.627	1000	6	0	288	177	0.5	Proco2	1	9.39	12.01	32.4	19/02/2020	13:07:24
Mixed/nonconventional	100	115	205	190	40.55	1.82	0	403.34	2.518	614.627	1000	6	0	288	177	0.5	Proco2	2	9.39	12.01	32.4	19/02/2020	13:07:24
Mixed/nonconventional	100	115	190	175	32.64	0.78	0	-925.76	3.548	614.627	1000	6	0	288	177	0.5	Proco2	3	9.39	12.01	32.4	19/02/2020	13:07:24
Mixed/nonconventional	100	230	160	170	50.35	0.2	0	59.66	16.629	435.731	1000	3	0	371	162	0.9	Proco2	1	9.68	12.01	32.4	19/02/2020	13:07:30
Mixed/nonconventional	100	210	150	160	48.27	0.13	0	-213.17	22.654	442.344	1000	3	0	367	162	0.8	Proco2	1	9.68	12.01	32.4	19/02/2020	13:07:36
Mixed/nonconventional	100	190	140	150	42.45	0	0	210.35	45.166	668.485	1000	3	0	270	181	0.4	Proco2	1	9.27	12.01	32.4	19/02/2020	13:07:42
Mixed/nonconventional	110	220	160	170	43.59	0.05	0	60.33	24.58	531.479	1000	3	0	323	172	0.6	Proco2	1	9.48	12.01	32.4	19/02/2020	13:07:48
Mixed/nonconventional	110	200	150	160	41.91	0.16	0	-212.86	27.91	418.424	1000	3	0	379	159	0.9	Proco2	1	9.74	12.01	32.4	19/02/2020	13:07:54
Mixed/nonconventional	110	180	140	150	35.91	0.12	0	210.73	42.385	444.97	1000	3	0	368	164	0.8	Proco2	1	9.66	12.01	32.4	19/02/2020	13:08:00
Mixed/nonconventional	0	195	90	105	96.14	0.17	0	545.71	29.018	597.362	1000	3	0	296	177	0.5	Proco2	1	9.39	12.01	32.4	19/02/2020	13:08:06
Mixed/nonconventional	10	205	100	115	85.32	0.61	0	798.78	21.613	501.375	1000	3	0	338	169	0.7	Proco2	1	9.51	12.01	32.4	19/02/2020	13:08:11
Mixed/nonconventional	20	185	95	110	80.1	0.8	0	-789.7	26.534	468.318	1000	3	0	357	167	0.8	Proco2	1	9.6	12.01	32.4	19/02/2020	13:08:17
Mixed/nonconventional	20	215	110	125	81.36	0.57	0	498.42	21.871	532.066	1000	3	0	325	173	0.6	Proco2	1	9.48	12.01	32.9	19/02/2020	13:08:23
Mixed/nonconventional	30	195	105	120	77.17	0.1	0	-2.03	28.612	524.182	1000	3	0	327	172	0.6	Proco2	1	9.48	12.01	32.4	19/02/2020	13:08:29
Mixed/nonconventional	40	205	115	130	70.34	0.09	0	-189	27.642	555.537	1000	3	0	311	173	0.6	Proco2	1	9.45	12.01	32.9	19/02/2020	13:08:35
Mixed/nonconventional	50	180	110	120	67.85	0.13	0	475.49	24.25	471.622	1000	3	0	352	166	0.7	Proco2	1	9.57	12.01	32.9	19/02/2020	13:08:41
Mixed/nonconventional	110	125	230	215	34.38	11.87	0	140.07	1.371	631.425	1000	6	0	281	177	0.4	Proco2	1	9.33	12.01	32.9	19/02/2020	13:08:51
Mixed/nonconventional	110	125	215	200	38.04	6.38	0	-17.68	2.427	631.425	1000	6	0	281	177	0.4	Proco2	2	9.33	12.01	32.9	19/02/2020	13:08:51
Mixed/nonconventional	110	125	200	185	34.19	3.21	0	-124.76	3.818	631.425	1000	6	0	281	177	0.4	Proco2	3	9.33	12.01	32.9	19/02/2020	13:08:51
Mixed/nonconventional	235	180	205	210	24.6	0.61	0	-157.18	-20.791	398.219	1000	3	0	388	154	1	Proco2	1	9.8	12.01	32.9	19/02/2020	13:08:57
Mixed/nonconventional	235	190	210	215	20.22	0.09	0	21.09	-35.769	555.611	1000	3	0	313	174	0.6	Proco2	1	9.42	12.01	32.9	19/02/2020	13:09:03
Mixed/nonconventional	235	200	215	220	17.33	0.17	0	-102.78	-34.322	373.415	1000	3	0	395	147	1.1	Proco2	1	9.98	12.01	32.9	19/02/2020	13:09:09
Mixed/nonconventional	235	210	220	225	17.74	0.06	0	-2.59	-74.129	393.914	1000	3	0	389	153	1	Proco2	1	9.86	12.01	32.9	19/02/2020	13:09:14
Mixed/nonconventional	235	220	225	230	20.63	0.05	0	66.42	-200.944	305.976	1000	3	0	232	71	0.8	Proco2	1	11.41	12.01	32.9	19/02/2020	13:09:20
Mixed/nonconventional	230	120	170	180	39.07	0.72	0	646.65	-18.985	457.976	1000	3	0	361	166	0.8	Proco2	1	9.63	12.01	32.4	19/02/2020	13:09:26
Mixed/nonconventional	230	140	180	190	32.58	0.28	0	-67.34	-23.76	458.206	1000	3	0	362	166	0.8	Proco2	1	9.63	12.01	32.9	19/02/2020	13:09:32
Mixed/nonconventional	230	160	190	200	29.93	0.12	0	72.22	-33.931	427.377	1000	3	0	376	161	0.9	Proco2	1	9.74	12.01	32.9	19/02/2020	13:09:38
Mixed/nonconventional	230	185	205	210	22.34	0	0	103.67	-28.263	397.534	1000	3	0	388	154	1	Proco2	1	9.86	12.01	32.9	19/02/2020	13:09:44
Mixed/nonconventional	230	195	210	215	18.9	0.14	0	-209.16	-44.181	440.553	1000	3	0	370	163	0.8	Proco2	1	9.68	12.01	32.9	19/02/2020	13:09:50
Mixed/nonconventional	230	205	215	220	17.31	0	0	109.84	-74.222	404.065	1000	3	0	386	156	1	Proco2	1	9.83	12.01	32.9	19/02/2020	13:09:56
Mixed/nonconventional	230	215	220	225	20.31	0.05	0	-114.98	-198.36	306.875	1000	3	0	250	77	0.8	Proco2	1	11.32	12.01	33.4	19/02/2020	13:10:02
Mixed/nonconventional	225	170	195	200	25.88	0.95	0	-87.28	-21.389	389.407	1000	5	0	391	152	1	Proco2	1	9.92	12.01	32.9	19/02/2020	13:10:09
Mixed/nonconventional	225	180	200	205	22.45	0.29	0	90.33	-23.347	326.685	1000	3	0	398	130	1.2	Proco2	1	10.37	12.01	33.4	19/02/2020	13:10:15
Mixed/nonconventional	225	190	205	210	20.31	0.14	0	-97.94	-48.56	450.611	1000	3	0	365	164	0.8	Proco2	1	9.68	12.01	32.9	19/02/2020	13:10:21
Mixed/nonconventional	225	200	210	215	18.82	0.09	0	47.5	-61.43	307.634	1000	3	0	398	122	1.3	Proco2	1	10.52	12.01	33.4	19/02/2020	13:10:27
Mixed/nonconventional	225	210	215	220	19.88	0.11	0	-128.76	-195.062	308.24	1000	3	0	376	116	1.2	Proco2	1	10.64	12.01	33.4	19/02/2020	13:10:33
Mixed/nonconventional	225	220	230	235	22.01	0.06	0	142.98	91.726	392.695	1000	3	0	391	153	1	Proco2	1	9.92	12.01	33.4	19/02/2020	13:10:39
Mixed/nonconventional	220	130	170	180	33.27	0.27	0	213.37	-30.327	572.818	1000	3	0	307	176	0.5	Proco2	1	9.45	12.03	33.4	19/02/2020	13:10:45
Mixed/nonconventional	220	150	180	190	27.13	0.13	0	3.14	-40.554	563.619	1000	3	0	311	175	0.6	Proco2	1	9.42	12.01	33.4	19/02/2020	13:10:51
Mixed/nonconventional	220	175	195	200	23.26	0.07	0	174.42	-32.19	434.696	1000	3	0	373	162	0.9	Proco2	1	9.71	12.01	33.4	19/02/2020	13:10:57
Mixed/nonconventional	220	185	200	205	20.81	0.11	0	-92.46	-52.502	475.511	1000	3	0	353	168	0.7	Proco2	1	9.6	12.01	33.4	19/02/2020	13:11:03
Mixed/nonconventional	220	195	205	210	19.94	0.05	0	65.68	-112.785	533.206	1000	3	0	325	173	0.6	Proco2	1	9.48	12.01	33.4	19/02/2020	13:11:08
Mixed/nonconventional	220	205	210	215	20.79	0.04	0	-160.47	-200.035	302.255	1000	3	0	220	67	0.7	Proco2	1	11.47	12.01	33.4	19/02/2020	13:11:14
Mixed/nonconventional	220	215	235	230	17.95	0.08	0	-88.69	-25.97	545.308	1000	3	0	319	174	0.6	Proco2	1	9.48	12.01	33.4	19/02/2020	13:11:20
Mixed/nonconventional	220	215	230	225	21.19	0.05	0	-119.17	-122.625	545.308	1000	3	0	319	174	0.6	Proco2	2	9.48	12.01	33.4	19/02/2020	13:11:20
Mixed/nonconventional	215	160	185	190	21.41	1.08	0	-172.58	-25.186	554.482	1000	6	0	310	172	0.6	Proco2	1	9.45	11.98	33.4	19/02/2020	13:11:30
Mixed/nonconventional	215	170	190	195	23.3	0.12	0	97.63	-40.063	540.162	1000	3	0	319	172	0.6	Proco2	1	9.45	11.98	33.4	19/02/2020	13:11:36
Mixed/nonconventional	215	180	195	200	21.06	0.12	0	-56.37	-49.994	447.384	1000	3	0	365	163	0.8	Proco2	1	9.66	11.98	33.4	19/02/2020	13:11:42
Mixed/nonconventional	215	190	200	205	19.27	0	0	57.47	-137.657	673.358	1000	3	0	267	180	0.4	Proco2	1	9.3	12.01	33.8	19/02/2020	13:11:48
Mixed/nonconventional	215	200	205	210	21.32	0.08	0	-67.9	-196.941	290.139	1000	3	0	263	76	0.9	Proco2	1	11.29	12.01	33.8	19/02/2020	13:11:54
Mixed/nonconventional	215	210	235	230	16.03	0.23	0	-76.08	-7.564	444.776	1000	3	0	366	163	0.8	Proco2	1	9.66	12.01	33.4	19/02/2020	13:12:00
Mixed/nonconventional	215	210	230	225	18.79	0.11	0	-69.87	-22.163	444.776	1000	3	0	366	163	0.8	Proco2	2	9.66	12.01	33.4	19/02/2020	13:12:00
Mixed/nonconventional	215	210	225	220	21.14	0.1	0	-215.7	-99.778	444.776	1000	3	0	366	163	0.8	Proco2	3	9.66	12.01	33.4	19/02/2020	13:12:00
Mixed/nonconventional	210	120	160	170	37.77	0.16	0	-9.8	-28.227	469.516	1000	3	0	354	166	0.8	Proco2	1	9.6	12.01	33.4	19/02/2020	13:12:06
Mixed/nonconventional	210	140	170	180	28.13	0.18	0	162.23	-35.076	470.075	1000	3	0	353	166	0.8	Proco2	1	9.6	12.01	33.8	19/02/2020	13:12:12
Mixed/nonconventional	210	165	185	190	19.98	0.13	0	226.96	-28.75	452.139	1000	3	0	363	164	0.8	Proco2	1	9.66	12.01	33.8	19/02/2020	13:12:17
Mixed/nonconventional	210	175	190	195	21.9	0.04	0	-116.82	-43.541	374.835	1000	3	0	394	148	1.1	Proco2	1	9.98	12.01	33.8	19/02/2020	13:12:23
Mixed/nonconventional	210	185	195	200	20.82	0.07	0	130.96	-90.236	408.438	1000	3	0	384	157	0.9	Proco2	1	9.8	11.98	33.8	19/02/2020	13:12:29
Mixed/nonconventional	210	195	200	205	21.48	0.07	0	-73.41	-196.334	287.159	1000	3	0	231	66	0.8	Proco2	1	11.47	12.01	33.8	19/02/2020	13:12:35
Mixed/nonconventional	210	205	235	230	16.8	0.1	0	-71.83	-3.675	412.453	1000	3	0	383	158	0.9	Proco2	1	9.8	12.01	33.8	19/02/2020	13:12:41
Mixed/nonconventional	210	205	230	225	17.13	0.32	0	-48.67	-7.498	412.453	1000	3	0	383	158	0.9	Proco2	2	9.8	12.01	33.8	19/02/2020	13:12:41
Mixed/nonconventional	210	205	225	220	18.74	0.17	0	-125.45	-20.505	412.453	1000	3	0	383	158	0.9	Proco2	3	9.8	12.01	33.8	19/02/2020	13:12:41
Mixed/nonconventional	210	205	220	215	21.14	0.13	0	-135.16	-92.494	412.453	1000	3	0	383	158	0.9	Proco2	4	9.8	12.01	33.8	19/02/2020	13:12:41
Mixed/nonconventional	205	150	175	180	24.31	1.31	0	-143.36	-27.269	528.553	1000	6	0	324	171	0.6	Proco2	1	9.48	11.98	33.8	19/02/2020	13:12:51
Mixed/nonconventional	205	160	180	185	24.99	0.33	0	198.91	-39.012	490.442	1000	3	0	343	168	0.7	Proco2	1	9.54	12.01	33.8	19/02/2020	13:12:57
Mixed/nonconventional	205	170	185	190	18.92	0.32	0	-80.48	-47.933	477.539	1000	3	0	351	167	0.7	Proco2	1	9.57	12.01	33.8	19/02/2020	13:13:03
Mixed/nonconventional	205	180	190	195	21.21	0.04	0	27.95	-90.856	403.743	1000	3	0	385	155	1	Proco2	1	9.8	12.01	33.8	19/02/2020	13:13:09
Mixed/nonconventional	205	190	195	200	21.34	0.07	0	-17.49	-200.881	295.67	1000	3	0	159	47	0.5	Proco2	1	11.74	12.01	34.3	19/02/2020	13:13:15
Mixed/nonconventional	205	200	235	230	14.86	0.31	0	-70.83	-1.704	378.194	1000	3	0	394	149	1	Proco2	1	9.98	12.01	33.8	19/02/2020	13:13:21
Mixed/nonconventional	205	200	230	225	15	0.49	0	-37.23	-3.009	378.194	1000	3	0	394	149	1	Proco2	2	9.98	12.01	33.8	19/02/2020	13:13:21
Mixed/nonconventional	205	200	225	220	16.18	0.08	0	-103.98	-6.493	378.194	1000	3	0	394	149	1	Proco2	3	9.98	12.01	33.8	19/02/2020	13:13:21
Mixed/nonconventional	205	200	220	215	16.64	0.11	0	-18.99	-16.69	378.194	1000	3	0	394	149	1	Proco2	4	9.98	12.01	33.8	19/02/2020	13:13:21
Mixed/nonconventional	205	200	215	210	22.39	0.07	0	56.9	-89.859	378.194	1000	3	0	394	149	1	Proco2	5	9.98	12.01	33.8	19/02/2020	13:13:21
Mixed/nonconventional	200	130	160	170	32.47	0.16	0	-26.91	-38.09	442.244	1000	3	0	369	163	0.8	Proco2	1	9.68	12.01	34.3	19/02/2020	13:13:27
Mixed/nonconventional	200	155	175	180	23.09	0.54	0	433.71	-32.343	440.074	1000	3	0	370	163	0.8	Proco2	1	9.68	12.01	34.3	19/02/2020	13:13:33
Mixed/nonconventional	200	165	180	185	24.61	0.27	0	-205.95	-55.523	425.235	1000	3	0	378	161	0.9	Proco2	1	9.74	12.01	34.3	19/02/2020	13:13:38
Mixed/nonconventional	200	175	185	190	19.32	0.03	0	159.98	-72.11	351.842	1000	3	0	398	140	1.1	Proco2	1	10.19	12.01	34.3	19/02/2020	13:13:44
Mixed/nonconventional	200	185	190	195	22.18	0.06	0	-95.53	-196.207	277.957	1000	3	0	283	79	1	Proco2	1	11.29	12.01	34.3	19/02/2020	13:13:50
Mixed/nonconventional	200	195	225	220	14.66	0.11	0	-99.58	-3.313	426.028	1000	3	0	376	160	0.9	Proco2	1	9.77	12.01	34.3	19/02/2020	13:13:56
Mixed/nonconventional	200	195	220	215	15.57	0.23	0	16.59	-7.037	426.028	1000	3	0	376	160	0.9	Proco2	2	9.77	12.01	34.3	19/02/2020	13:13:56
Mixed/nonconventional	200	195	215	210	18.83	0.14	0	135.83	-21.279	426.028	1000	3	0	376	160	0.9	Proco2	3	9.77	12.01	34.3	19/02/2020	13:13:56
Mixed/nonconventional	200	195	210	205	22.88	0.1	0	32.22	-103.408	426.028	1000	3	0	376	160	0.9	Proco2	4	9.77	12.01	34.3	19/02/2020	13:13:56
Mixed/nonconventional	195	140	165	170	27.41	0.22	0	-82.37	-35.044	602.534	1000	3	0	294	177	0.5	Proco2	1	9.39	12.01	34.3	19/02/2020	13:14:02
Mixed/nonconventional	195	150	170	175	24.64	0.66	0	251.45	-47.019	599.58	1000	3	0	294	176	0.5	Proco2	1	9.39	12.01	34.3	19/02/2020	13:14:08
Mixed/nonconventional	195	160	175	180	22.44	0.3	0	-118.45	-65.173	547.574	1000	3	0	314	172	0.6	Proco2	1	9.45	12.01	34.3	19/02/2020	13:14:14
Mixed/nonconventional	195	170	180	185	24.29	0.05	0	134.52	-136.723	530.424	1000	3	0	323	171	0.6	Proco2	1	9.48	11.98	34.3	19/02/2020	13:14:20
Mixed/nonconventional	195	180	185	190	19.41	0.11	0	-53.1	-193.19	312.614	1000	3	0	260	81	0.8	Proco2	1	11.23	12.01	34.8	19/02/2020	13:14:26
Mixed/nonconventional	195	185	225	235	16.02	0.22	0	96.51	4.267	501.938	1000	3	0	338	170	0.7	Proco2	1	9.54	12.01	34.3	19/02/2020	13:14:32
Mixed/nonconventional	195	190	225	220	15.86	0.27	0	-101.39	-3.167	658.689	1000	3	0	273	180	0.4	Proco2	1	9.33	12.01	34.8	19/02/2020	13:14:38
Mixed/nonconventional	195	190	220	215	15.5	0.16	0	36.92	-5.418	658.689	1000	3	0	273	180	0.4	Proco2	2	9.33	12.01	34.8	19/02/2020	13:14:38
Mixed/nonconventional	195	190	215	210	17.52	0.13	0	164.47	-12.242	658.689	1000	3	0	273	180	0.4	Proco2	3	9.33	12.01	34.8	19/02/2020	13:14:38
Mixed/nonconventional	195	190	210	205	20.43	0.11	0	42.51	-35.704	658.689	1000	3	0	273	180	0.4	Proco2	4	9.33	12.01	34.8	19/02/2020	13:14:38
Mixed/nonconventional	195	190	205	200	22.78	0.09	0	-182.08	-159.196	658.689	1000	3	0	273	180	0.4	Proco2	5	9.33	12.01	34.8	19/02/2020	13:14:38
Mixed/nonconventional	190	120	150	160	36.19	0	0	48.89	-69.741	726.566	1000	3	0	249	181	0.3	Proco2	1	9.24	12.01	34.8	19/02/2020	13:14:44
Mixed/nonconventional	190	145	165	170	25.57	0.06	0	104.19	-57.787	710.124	1000	3	0	255	181	0.4	Proco2	1	9.24	12.01	34.8	19/02/2020	13:14:50
Mixed/nonconventional	190	155	170	175	23.87	0.06	0	-194.34	-90.226	712.38	1000	3	0	254	181	0.4	Proco2	1	9.24	12.01	34.8	19/02/2020	13:14:56
Mixed/nonconventional	190	165	175	180	22.76	0.04	0	272.61	-159.518	660.473	1000	3	0	270	178	0.4	Proco2	1	9.3	12.01	34.3	19/02/2020	13:15:01
Mixed/nonconventional	190	175	180	185	26.41	0.06	0	129.79	-190.3	226.333	1000	3	0	152	34	0.7	Proco2	1	11.92	12.01	34.8	19/02/2020	13:15:07
Mixed/nonconventional	190	180	220	230	16.05	0.19	0	125.14	4.156	488.162	1000	3	0	344	168	0.7	Proco2	1	9.57	12.01	35.3	19/02/2020	13:15:13
Mixed/nonconventional	190	185	220	215	13.31	0.13	0	47.83	-2.273	563.319	1000	3	0	307	173	0.5	Proco2	1	9.42	12.01	35.3	19/02/2020	13:15:19
Mixed/nonconventional	190	185	215	210	14.87	0.18	0	176.33	-4.444	563.319	1000	3	0	307	173	0.5	Proco2	2	9.42	12.01	35.3	19/02/2020	13:15:19
Mixed/nonconventional	190	185	210	205	16.77	0.07	0	38.12	-10.025	563.319	1000	3	0	307	173	0.5	Proco2	3	9.42	12.01	35.3	19/02/2020	13:15:19
Mixed/nonconventional	190	185	205	200	18.85	0.08	0	-63.84	-28.172	563.319	1000	3	0	307	173	0.5	Proco2	4	9.42	12.01	35.3	19/02/2020	13:15:19
Mixed/nonconventional	190	185	200	195	20.27	0.07	0	-145.14	-121.173	563.319	1000	3	0	307	173	0.5	Proco2	5	9.42	12.01	35.3	19/02/2020	13:15:19
Mixed/nonconventional	185	130	155	160	31.22	0.13	0	-4.72	-35.581	537.054	1000	3	0	319	172	0.6	Proco2	1	9.45	12.01	34.8	19/02/2020	13:15:25
Mixed/nonconventional	185	140	160	165	28.8	0.06	0	39.24	-48.843	532.727	1000	3	0	322	172	0.6	Proco2	1	9.45	12.01	34.8	19/02/2020	13:15:31
Mixed/nonconventional	185	150	165	170	23.85	0.08	0	-84.65	-67.026	529.677	1000	3	0	323	171	0.6	Proco2	1	9.45	12.01	34.8	19/02/2020	13:15:37
Mixed/nonconventional	185	160	170	175	23.19	0.06	0	59.38	-120.641	490.389	1000	3	0	342	168	0.7	Proco2	1	9.51	11.98	35.3	19/02/2020	13:15:43
Mixed/nonconventional	185	170	175	180	23.1	0.03	0	183.19	-197.558	268.676	1000	3	0	198	53	0.7	Proco2	1	11.65	12.01	34.8	19/02/2020	13:15:49
Mixed/nonconventional	185	175	215	225	16.72	0.16	0	56.23	3.682	414.979	1000	3	0	381	158	0.9	Proco2	1	9.77	12.01	34.8	19/02/2020	13:15:55
Mixed/nonconventional	185	180	215	210	17.8	0.3	0	181.96	-2.178	403.787	1000	3	0	386	156	1	Proco2	1	9.8	12.01	35.3	19/02/2020	13:16:01
Mixed/nonconventional	185	180	210	205	19.48	0.42	0	33.13	-4.174	403.787	1000	3	0	386	156	1	Proco2	2	9.8	12.01	35.3	19/02/2020	13:16:01
Mixed/nonconventional	185	180	205	200	20.92	0.09	0	-20.44	-8.962	403.787	1000	3	0	386	156	1	Proco2	3	9.8	12.01	35.3	19/02/2020	13:16:01
Mixed/nonconventional	185	180	200	195	22.27	0.16	0	-119.87	-23.854	403.787	1000	3	0	386	156	1	Proco2	4	9.8	12.01	35.3	19/02/2020	13:16:01
Mixed/nonconventional	185	180	195	190	22.5	0.11	0	-2.02	-96.391	403.787	1000	3	0	386	156	1	Proco2	5	9.8	12.01	35.3	19/02/2020	13:16:01
Mixed/nonconventional	180	135	155	160	30.04	0.11	0	166.84	-44.143	461.624	1000	3	0	358	165	0.8	Proco2	1	9.6	12.01	34.8	19/02/2020	13:16:07
Mixed/nonconventional	180	145	160	165	28.5	0.07	0	-127.11	-70.362	465.383	1000	3	0	357	166	0.8	Proco2	1	9.6	11.98	34.8	19/02/2020	13:16:13
Mixed/nonconventional	180	155	165	170	25.2	0.05	0	43.77	-125.048	467.74	1000	3	0	356	166	0.8	Proco2	1	9.6	12.01	35.3	19/02/2020	13:16:19
Mixed/nonconventional	180	165	170	175	28.96	0.1	0	230.21	-201.739	218.856	1000	3	0	178	39	0.8	Proco2	1	11.86	12.01	35.3	19/02/2020	13:16:24
