El-array	Spa.1	Spa.2	Spa.3	Spa.4	Rho	Dev.	M	Sp	Vp	In	Time	Stack	Rs-Check	Vab	Pab	Rab	Name	Channel	Tx-Bat	Rx-Bat	Temp.	Date	
Mixed/nonconventional	70	85	175	190	64.46	0.42	0	-45.25	-2.219	545.091	1000	3	0	326	178	0.6	Proco2	1	9.66	11.96	32.4	19/02/2020	14:51:04
Mixed/nonconventional	30	50	170	190	59.64	0.09	0	-20.81	-0.982	347.795	1000	3	0	398	139	1.1	Proco2	1	10.34	11.96	32.4	19/02/2020	14:51:10
Mixed/nonconventional	30	55	205	230	69.8	5.19	0	167.51	-1.07	404.602	1000	6	0	389	158	1	Proco2	1	9.95	11.94	32.4	19/02/2020	14:51:20
Mixed/nonconventional	30	225	120	135	87.57	0.05	0	-753.18	20.056	453.284	1000	3	0	369	167	0.8	Proco2	1	9.77	11.96	31.9	19/02/2020	14:51:26
Mixed/nonconventional	40	60	200	180	57.07	1	0	4.42	1.45	536.313	1000	4	0	325	175	0.6	Proco2	1	9.6	11.96	32.4	19/02/2020	14:51:33
Mixed/nonconventional	40	60	180	160	49.19	0.65	0	-89.17	1.999	536.313	1000	4	0	325	175	0.6	Proco2	2	9.6	11.96	32.4	19/02/2020	14:51:33
Mixed/nonconventional	40	235	130	145	85.77	0.1	0	-82.7	23.312	537.937	1000	3	0	327	176	0.6	Proco2	1	9.57	11.96	32.4	19/02/2020	14:51:39
Mixed/nonconventional	50	70	210	190	51.45	0.16	0	32.3	1.119	459.191	1000	3	0	367	168	0.8	Proco2	1	9.71	11.94	31.9	19/02/2020	14:51:44
Mixed/nonconventional	50	70	190	170	53.75	0.18	0	21.29	1.871	459.191	1000	3	0	367	168	0.8	Proco2	2	9.71	11.94	31.9	19/02/2020	14:51:45
Mixed/nonconventional	50	215	125	140	76.12	0.09	0	41.19	22.743	422.377	1000	3	0	382	161	0.9	Proco2	1	9.83	11.96	31.9	19/02/2020	14:51:50
Mixed/nonconventional	60	75	165	180	47.04	0.06	0	433.63	-1.72	578.966	1000	3	0	307	178	0.5	Proco2	1	9.51	11.96	31.9	19/02/2020	14:51:56
Mixed/nonconventional	60	80	220	200	74.03	0.17	0	611.01	1.921	547.646	1000	3	0	321	176	0.6	Proco2	1	9.54	11.96	31.9	19/02/2020	14:52:02
Mixed/nonconventional	60	80	200	180	67.14	0.06	0	5.24	2.787	547.646	1000	3	0	321	176	0.6	Proco2	2	9.54	11.96	31.9	19/02/2020	14:52:02
Mixed/nonconventional	60	225	135	150	69.65	0.03	0	722.61	28.378	576.021	1000	3	0	310	178	0.5	Proco2	1	9.48	11.96	32.4	19/02/2020	14:52:08
Mixed/nonconventional	60	190	120	130	60.72	0.12	0	18.79	20.8	452.021	1000	3	0	366	166	0.8	Proco2	1	9.68	11.96	31.9	19/02/2020	14:52:14
Mixed/nonconventional	70	90	230	210	87.5	0.95	0	-169.08	2.933	707.72	1000	3	0	260	184	0.4	Proco2	1	9.33	11.96	31.9	19/02/2020	14:52:20
Mixed/nonconventional	70	90	210	190	190.67	121.91	0	813.93	10.227	707.72	1000	3	0	260	184	0.4	Proco2	2	9.33	11.96	31.9	19/02/2020	14:52:20
Mixed/nonconventional	70	235	145	160	68.05	0.15	0	-176.77	28.97	601.881	1000	3	0	298	179	0.5	Proco2	1	9.42	11.96	31.9	19/02/2020	14:52:26
Mixed/nonconventional	70	200	130	140	64.5	0.03	0	-4.38	24.237	495.802	1000	3	0	342	170	0.7	Proco2	1	9.57	11.96	31.9	19/02/2020	14:52:32
Mixed/nonconventional	70	180	120	130	51.88	0.12	0	19.08	24.412	443.474	1000	3	0	369	164	0.8	Proco2	1	9.68	11.96	31.9	19/02/2020	14:52:38
Mixed/nonconventional	80	95	200	185	69.31	21.24	0	-499.81	1.772	404.898	1000	6	0	385	156	1	Proco2	1	9.83	11.94	31.9	19/02/2020	14:52:48
Mixed/nonconventional	80	95	185	170	53.06	0.58	0	28.52	2.171	404.898	1000	6	0	385	156	1	Proco2	2	9.83	11.94	31.9	19/02/2020	14:52:48
Mixed/nonconventional	80	100	200	220	79.1	3.52	0	-1032.36	-2.475	412.808	1000	6	0	383	158	0.9	Proco2	1	9.8	11.94	32.4	19/02/2020	14:52:57
Mixed/nonconventional	80	210	140	150	54.47	0.05	0	-43.96	21.954	531.829	1000	3	0	326	173	0.6	Proco2	1	9.51	11.96	32.4	19/02/2020	14:53:03
Mixed/nonconventional	80	190	130	140	57.14	0.07	0	-4.17	26.8	442.032	1000	3	0	370	164	0.8	Proco2	1	9.68	11.96	31.9	19/02/2020	14:53:09
Mixed/nonconventional	90	105	210	195	68.11	14.95	0	-541.2	2.14	497.574	1000	6	0	342	170	0.7	Proco2	1	9.54	11.94	31.9	19/02/2020	14:53:19
Mixed/nonconventional	90	105	195	180	53.79	0.9	0	427.5	2.705	497.574	1000	6	0	342	170	0.7	Proco2	2	9.54	11.94	31.9	19/02/2020	14:53:19
Mixed/nonconventional	90	105	180	165	40.98	0.88	0	-829.54	3.606	497.574	1000	6	0	342	170	0.7	Proco2	3	9.54	11.94	31.9	19/02/2020	14:53:19
Mixed/nonconventional	90	110	210	230	68.59	3.5	0	-314.4	-2.484	477.927	1000	6	0	349	167	0.7	Proco2	1	9.57	11.94	31.9	19/02/2020	14:53:29
Mixed/nonconventional	90	220	150	160	59.49	0.05	0	-215.04	31.904	707.559	1000	3	0	258	182	0.4	Proco2	1	9.27	11.96	32.4	19/02/2020	14:53:35
Mixed/nonconventional	90	200	140	150	47.66	0.1	0	-43.38	26.641	526.84	1000	3	0	324	171	0.6	Proco2	1	9.48	11.96	32.4	19/02/2020	14:53:41
Mixed/nonconventional	90	180	130	140	47.88	0.19	0	-3.82	35.693	468.433	1000	3	0	355	166	0.8	Proco2	1	9.57	11.96	32.4	19/02/2020	14:53:47
Mixed/nonconventional	100	115	220	205	51.75	14.04	0	-163.87	1.051	321.556	1000	6	0	398	128	1.2	Proco2	1	10.37	11.94	31.9	19/02/2020	14:53:56
Mixed/nonconventional	100	115	205	190	48.97	1.49	0	461.02	1.591	321.556	1000	6	0	398	128	1.2	Proco2	2	10.37	11.94	31.9	19/02/2020	14:53:57
Mixed/nonconventional	100	115	190	175	35.57	0.59	0	-377.32	2.023	321.556	1000	6	0	398	128	1.2	Proco2	3	10.37	11.94	31.9	19/02/2020	14:53:57
Mixed/nonconventional	100	230	160	170	60.03	0.07	0	114.27	20.228	444.578	1000	3	0	369	164	0.8	Proco2	1	9.66	11.96	32.4	19/02/2020	14:54:02
Mixed/nonconventional	100	210	150	160	51.92	0.13	0	-215.65	22.874	415.248	1000	3	0	382	158	0.9	Proco2	1	9.77	11.96	32.4	19/02/2020	14:54:08
Mixed/nonconventional	100	190	140	150	40.16	0.12	0	-44.04	22.352	349.723	1000	3	0	398	139	1.1	Proco2	1	10.16	11.96	32.4	19/02/2020	14:54:14
