El-array	Spa.1	Spa.2	Spa.3	Spa.4	Rho	Dev.	M	Sp	Vp	In	Time	Stack	Rs-Check	Vab	Pab	Rab	Name	Channel	Tx-Bat	Rx-Bat	Temp.	Date	
Mixed/nonconventional	0	25	175	200	69	3.02	0	-24.4	-1.809	691.857	1000	6	0	273	189	0.4	Proco2	1	9.63	11.96	31.9	19/02/2020	13:43:18
Mixed/nonconventional	10	35	185	210	58.33	1.52	0	116.86	-1.639	741.295	1000	6	0	255	189	0.3	Proco2	1	9.51	11.98	31.9	19/02/2020	13:43:28
Mixed/nonconventional	20	40	160	180	47.06	2.35	0	-256.7	-1.486	666.586	1000	6	0	277	185	0.4	Proco2	1	9.51	11.96	31.9	19/02/2020	13:43:37
Mixed/nonconventional	20	45	195	220	50.37	0.9	0	109.56	-1.569	822.094	1000	4	0	231	190	0.3	Proco2	1	9.36	11.98	31.9	19/02/2020	13:43:44
Mixed/nonconventional	70	85	175	190	30.68	1.74	0	-492.49	-1.304	673.096	1000	6	0	273	184	0.4	Proco2	1	9.48	11.98	31.9	19/02/2020	13:43:54
Mixed/nonconventional	30	50	170	190	42.34	1.54	0	-429	-1.295	645.577	1000	6	0	281	182	0.4	Proco2	1	9.48	11.98	31.9	19/02/2020	13:44:04
Mixed/nonconventional	30	55	205	230	50.75	0.89	0	115.46	-1.329	691.07	1000	3	0	266	184	0.4	Proco2	1	9.42	11.98	31.9	19/02/2020	13:44:10
Mixed/nonconventional	30	225	120	135	66.17	0.13	0	30.39	15.789	472.303	1000	3	0	358	169	0.8	Proco2	1	9.71	11.98	31.4	19/02/2020	13:44:16
Mixed/nonconventional	40	60	200	180	43.83	0.95	0	-500.36	1.297	624.685	1000	4	0	290	181	0.5	Proco2	1	9.48	11.98	31.4	19/02/2020	13:44:23
Mixed/nonconventional	40	60	180	160	36.64	0.78	0	256.4	1.735	624.685	1000	4	0	290	181	0.5	Proco2	2	9.48	11.98	31.4	19/02/2020	13:44:23
Mixed/nonconventional	40	235	130	145	70.47	0.26	0	-53.2	14.517	407.728	1000	3	0	385	157	0.9	Proco2	1	9.89	11.98	31.9	19/02/2020	13:44:29
Mixed/nonconventional	50	70	210	190	39.46	1.69	0	-548.02	1.17	626.145	1000	6	0	288	180	0.5	Proco2	1	9.48	11.98	31.9	19/02/2020	13:44:38
Mixed/nonconventional	50	70	190	170	36.76	0.49	0	428.67	1.744	626.145	1000	6	0	288	180	0.5	Proco2	2	9.48	11.98	31.9	19/02/2020	13:44:38
Mixed/nonconventional	50	215	125	140	58.01	0.26	0	506.85	16.339	398.154	1000	3	0	388	155	1	Proco2	1	9.92	11.98	31.9	19/02/2020	13:44:44
Mixed/nonconventional	60	75	165	180	31.47	1.15	0	-437.69	-1.304	656.18	1000	6	0	276	181	0.4	Proco2	1	9.42	11.98	31.4	19/02/2020	13:44:54
Mixed/nonconventional	60	80	220	200	42.99	1.77	0	-77.63	1.361	668.25	1000	6	0	272	182	0.4	Proco2	1	9.39	11.98	31.4	19/02/2020	13:45:04
Mixed/nonconventional	60	80	200	180	36.89	0.52	0	-499.43	1.869	668.25	1000	6	0	272	182	0.4	Proco2	2	9.39	11.98	31.4	19/02/2020	13:45:04
Mixed/nonconventional	60	225	135	150	61.29	0.19	0	189.82	20.027	461.944	1000	3	0	361	167	0.8	Proco2	1	9.68	11.98	31.9	19/02/2020	13:45:10
Mixed/nonconventional	60	190	120	130	44.5	0.07	0	260.39	22.062	654.101	1000	3	0	278	182	0.4	Proco2	1	9.39	11.98	31.9	19/02/2020	13:45:16
Mixed/nonconventional	70	90	230	210	43.92	0.54	0	6.46	1.393	669.442	1000	3	0	270	181	0.4	Proco2	1	9.39	11.98	31.9	19/02/2020	13:45:22
Mixed/nonconventional	70	90	210	190	254.69	182.38	0	763.86	12.922	669.442	1000	3	0	270	181	0.4	Proco2	2	9.39	11.98	31.9	19/02/2020	13:45:22
Mixed/nonconventional	70	235	145	160	57.24	0.27	0	-270.21	17.39	429.46	1000	3	0	374	161	0.9	Proco2	1	9.77	11.98	31.9	19/02/2020	13:45:28
Mixed/nonconventional	70	200	130	140	50.53	0.05	0	-9.97	22.526	588.2	1000	3	0	302	178	0.5	Proco2	1	9.48	11.98	31.9	19/02/2020	13:45:34
Mixed/nonconventional	70	180	120	130	38.38	0.05	0	261.03	25.177	618.243	1000	3	0	290	179	0.5	Proco2	1	9.45	11.98	31.9	19/02/2020	13:45:39
Mixed/nonconventional	80	95	200	185	31.55	49.31	0	-564.87	1.319	661.712	1000	6	0	273	181	0.4	Proco2	1	9.39	11.96	31.9	19/02/2020	13:45:49
Mixed/nonconventional	80	95	185	170	26.31	0.54	0	-16.13	1.759	661.712	1000	6	0	273	181	0.4	Proco2	2	9.39	11.96	31.9	19/02/2020	13:45:49
Mixed/nonconventional	80	100	200	220	38.96	6.26	0	-373.08	-1.749	592.164	1000	6	0	299	177	0.5	Proco2	1	9.45	11.98	31.9	19/02/2020	13:45:59
Mixed/nonconventional	80	210	140	150	49.64	0.05	0	-30.88	26.911	715.245	1000	3	0	257	184	0.4	Proco2	1	9.3	11.98	31.9	19/02/2020	13:46:05
Mixed/nonconventional	80	190	130	140	43.53	0.03	0	-10.36	30.055	650.793	1000	3	0	278	181	0.4	Proco2	1	9.39	11.98	31.9	19/02/2020	13:46:11
Mixed/nonconventional	90	105	210	195	32.81	42.8	0	-489.33	1.276	615.562	1000	6	0	289	178	0.5	Proco2	1	9.42	11.98	31.9	19/02/2020	13:46:21
Mixed/nonconventional	90	105	195	180	29.07	5.31	0	42.07	1.808	615.562	1000	6	0	289	178	0.5	Proco2	2	9.42	11.98	31.9	19/02/2020	13:46:21
Mixed/nonconventional	90	105	180	165	24.16	3.79	0	-85.46	2.63	615.562	1000	6	0	289	178	0.5	Proco2	3	9.42	11.98	31.9	19/02/2020	13:46:21
Mixed/nonconventional	90	110	210	230	77.47	54.65	0	-330.32	-3.349	570.422	1000	6	0	307	175	0.5	Proco2	1	9.45	11.98	31.9	19/02/2020	13:46:31
Mixed/nonconventional	90	220	150	160	44.17	0.14	0	-281.51	14.351	428.695	1000	3	0	375	161	0.9	Proco2	1	9.74	11.96	31.9	19/02/2020	13:46:37
Mixed/nonconventional	90	200	140	150	42.78	0.03	0	-29.91	26.211	577.478	1000	3	0	305	176	0.5	Proco2	1	9.45	11.98	31.9	19/02/2020	13:46:42
Mixed/nonconventional	90	180	130	140	36.46	0.03	0	-10.18	35.117	605.118	1000	3	0	294	178	0.5	Proco2	1	9.45	11.98	31.9	19/02/2020	13:46:48
Mixed/nonconventional	100	115	220	205	36.78	12.51	0	-446.27	1.046	450.459	1000	6	0	366	165	0.8	Proco2	1	9.68	11.96	31.9	19/02/2020	13:46:58
Mixed/nonconventional	100	115	205	190	28.03	2.46	0	309.48	1.276	450.459	1000	6	0	366	165	0.8	Proco2	2	9.68	11.96	31.9	19/02/2020	13:46:58
Mixed/nonconventional	100	115	190	175	22.51	1.71	0	-247.18	1.793	450.459	1000	6	0	366	165	0.8	Proco2	3	9.68	11.96	31.9	19/02/2020	13:46:58
Mixed/nonconventional	100	230	160	170	42.73	0.16	0	197.95	13.109	404.794	1000	3	0	385	156	1	Proco2	1	9.83	11.98	31.9	19/02/2020	13:47:04
Mixed/nonconventional	100	210	150	160	38.21	0.03	0	-280.57	25.53	629.704	1000	3	0	286	180	0.5	Proco2	1	9.39	11.98	31.9	19/02/2020	13:47:10
Mixed/nonconventional	100	190	140	150	35.88	0.04	0	-29.69	33.333	583.758	1000	3	0	303	177	0.5	Proco2	1	9.45	11.98	31.9	19/02/2020	13:47:16
Mixed/nonconventional	110	220	160	170	36.35	0.06	0	197.69	15.192	393.847	1000	3	0	391	154	1	Proco2	1	9.89	11.98	31.9	19/02/2020	13:47:22
Mixed/nonconventional	110	200	150	160	31.95	0.1	0	-279.85	26.266	516.585	1000	3	0	334	172	0.6	Proco2	1	9.54	11.98	31.9	19/02/2020	13:47:28
Mixed/nonconventional	110	180	140	150	29.29	0.07	0	-29.52	41.822	538.375	1000	3	0	322	174	0.6	Proco2	1	9.51	11.98	31.9	19/02/2020	13:47:34
Mixed/nonconventional	0	195	90	105	71.41	0.11	0	549.93	22.1	612.558	1000	3	0	291	178	0.5	Proco2	1	9.42	12.01	31.9	19/02/2020	13:47:40
Mixed/nonconventional	10	205	100	115	67.42	0.78	0	558.11	18.985	557.318	1000	3	0	312	174	0.6	Proco2	1	9.48	12.01	31.9	19/02/2020	13:47:45
